GEOID,heatweek_avg_qol_calls,normalweek_avg_qol_calls,TOTAL_POP,heatweek_calls_per_1k,normalweek_calls_per_1k
36047049900,2.2,3.2857142857142856,2305.0,0.9544468546637745,1.4254725751471955
36047050001,5.8,4.0,2150.0,2.697674418604651,1.86046511627907
36047050002,1.8,3.2857142857142856,1886.0,0.9544008483563097,1.7421602787456445
36047050100,4.8,4.428571428571429,3092.0,1.5523932729624839,1.4322676030308632
36047050202,3.0,2.4285714285714284,2505.0,1.1976047904191616,0.9694895922440833
36047050300,1.8,4.142857142857143,2745.0,0.6557377049180327,1.5092375748113456
36047050401,6.8,5.714285714285714,2988.0,2.2757697456492636,1.912411550965768
36047050402,1.2,2.0,1873.0,0.6406833956219968,1.0678056593699945
36047050500,2.4,3.2857142857142856,4336.0,0.5535055350553505,0.7577754348972061
36047050600,6.8,4.857142857142857,5970.0,1.1390284757118927,0.8135917683656376
36047050700,4.0,3.7142857142857144,3899.0,1.0259040779687099,0.9526252152566592
36047050801,2.8,2.142857142857143,3919.0,0.7144679765246237,0.5467867167280283
36047050803,5.8,4.285714285714286,2880.0,2.013888888888889,1.488095238095238
36047050804,7.8,10.857142857142858,6408.0,1.2172284644194757,1.694310683074728
36047050900,1.2,1.2857142857142858,5532.0,0.21691973969631234,0.23241400681747756
36047051001,0.8,2.7142857142857144,4987.0,0.16041708441949068,0.5442722507089863
36047051002,2.0,3.142857142857143,4351.0,0.4596644449551827,0.72232984207243
36047051100,3.2,4.142857142857143,4064.0,0.7874015748031497,1.0194038245219348
36047051200,5.2,11.0,6576.0,0.7907542579075426,1.6727493917274938
36047051300,16.6,15.571428571428571,5570.0,2.9802513464991027,2.7955886124647344
36047051400,8.2,8.857142857142858,7496.0,1.093916755602988,1.1815825583168167
36047051500,3.8,2.4285714285714284,2805.0,1.3547237076648841,0.8658008658008657
36047051601,5.2,8.285714285714286,5087.0,1.0222134853548261,1.6288017074335142
36047051602,1.6,1.1428571428571428,3829.0,0.4178636719770175,0.2984740514121554
36047051700,5.8,7.285714285714286,2791.0,2.078108204944464,2.610431488969647
36047051800,1.6,5.142857142857143,3368.0,0.4750593824228028,1.5269765863590092
36047051900,12.4,13.857142857142858,5155.0,2.405431619786615,2.6880975474573923
36047052000,5.6,7.285714285714286,3598.0,1.5564202334630348,2.0249344874136423
36047052300,6.0,6.428571428571429,5236.0,1.145912910618793,1.2277638328058496
36047052500,3.2,3.7142857142857144,3412.0,0.9378663540445487,1.0885948752302799
36047052600,7.2,7.571428571428571,4134.0,1.7416545718432512,1.8315018315018314
36047052700,4.4,6.285714285714286,6518.0,0.6750536974532065,0.9643624249331522
36047052800,3.8,6.571428571428571,1858.0,2.045209903121636,3.536829155774258
36047052900,1.4,0.7142857142857143,3026.0,0.46265697290152014,0.23604947597016335
36047053000,2.2,5.857142857142857,3787.0,0.5809347768682335,1.5466445358180239
36047053101,0.0,0.16666666666666666,2137.0,0.0,0.07799095304944627
36047053102,0.75,0.8,5991.0,0.12518778167250874,0.13353363378400934
36047053200,2.8,2.0,2598.0,1.0777521170130868,0.7698229407236336
36047053300,0.6,2.1666666666666665,6540.0,0.09174311926605505,0.3312945973496432
36047053400,2.2,1.1428571428571428,4827.0,0.45576962916925634,0.23676344372428895
36047053500,1.6,7.0,4334.0,0.369173973234887,1.6151361329026304
36047053700,0.6,1.2857142857142858,4289.0,0.13989274889251574,0.29977017619824803
36047053800,10.4,9.0,5995.0,1.7347789824854047,1.5012510425354462
36047053900,0.8,0.16666666666666666,2810.0,0.2846975088967972,0.05931198102016607
36047054200,2.2,4.857142857142857,3872.0,0.5681818181818182,1.254427390791027
36047054400,4.4,2.7142857142857144,3975.0,1.106918238993711,0.6828391734052112
36047054500,1.0,2.2857142857142856,7806.0,0.12810658467845248,0.29281505069360564
36047054600,2.6,6.0,5348.0,0.4861630516080778,1.1219147344801794
36047054700,3.4,3.4285714285714284,7650.0,0.4444444444444444,0.44817927170868344
36047054800,1.8,3.7142857142857144,2191.0,0.8215426745778184,1.6952467888113714
36047054900,11.2,8.0,4781.0,2.342606149341142,1.6732901066722443
36047055000,3.4,4.857142857142857,3646.0,0.9325287986834888,1.3321839981192696
36047055100,15.0,17.714285714285715,5936.0,2.526954177897574,2.9842125529457064
